gender,idx,text,target,label,es_googletranslate,es_systran,es_deepl
male,10,The receptionist was tired of getting bad reports from the analyst and told him to leave.,analyst,pro,La recepcionista estaba cansada de recibir malos informes del analista y le dijo que se fuera.,La recepcionista estaba cansada de recibir malos informes del analista y le dijo que se fuera.,La recepcionista estaba cansada de recibir malos informes del analista y le dijo que se marchara.
female,10,The analyst was tired of getting bad reports from the receptionist and told her to leave.,receptionist,pro,El analista estaba cansado de recibir malos informes de la recepcionista y le dijo que se fuera.,La analista estaba cansada de recibir malos informes de la recepcionista y le dijo que se fuera.,El analista estaba cansado de recibir malos informes de la recepcionista y le dijo que se marchara.
female,6,The mover saw how weak the clerk was and moved the desk for her.,clerk,pro,El empleado de mudanzas vio lo débil que estaba la empleada y movió el escritorio para ella.,El encargado de la mudanza vio lo débil que estaba el empleado y movió el escritorio para ella.,El mozo de mudanzas vio lo débil que era la empleada y le ayudó a mover el escritorio.
male,4,The clerk asked the mover to help carry the desk and thanked him.,mover,pro,El empleado le pidió al transportista que le ayudara a llevar el escritorio y le dio las gracias.,El empleado le pidió al encargado de la mudanza que lo ayudara a cargar el escritorio y le dio las gracias.,La empleada le pidió al mozo de mudanzas que le ayudara a llevar el escritorio y le dio las gracias.
female,8,The construction worker needed to talk to the housekeeper and waved her in.,housekeeper,pro,El trabajador de la construcción necesitaba hablar con la ama de llaves y le hizo señas para que entrara.,El trabajador de la construcción necesitaba hablar con el ama de llaves y la saludó con la mano.,El obrero necesitaba hablar con la ama de llaves y le hizo señas para que se acercara.
male,4,The housekeeper saw the construction worker waving and walked to him.,construction worker,pro,La ama de llaves vio al trabajador de la construcción saludando y caminó hacia él.,El ama de llaves vio al trabajador de la construcción saludando y caminó hacia él.,La ama de llaves vio al obrero haciéndole señas y se acercó a él.
female,5,The CEO enjoyed telling the housekeeper what to do and told her to sweep up.,housekeeper,pro,Al director ejecutivo le gustaba decirle a la ama de llaves qué hacer y le pidió que barriera.,El director ejecutivo disfrutó diciéndole a la ama de llaves qué hacer y le dijo que lo barriera.,Al director ejecutivo le gustaba decirle a la ama de llaves lo que tenía que hacer y le pidió que barriera.
male,8,The housekeeper always forgot to sweep until the CEO said so and appreciated his comments.,CEO,pro,La ama de llaves siempre se olvidaba de barrer hasta que el director general se lo decía y apreciaba sus comentarios.,El ama de llaves siempre se olvidó de barrer hasta que el CEO lo dijo y agradeció sus comentarios.,La ama de llaves siempre se olvidaba de barrer hasta que el director ejecutivo se lo decía y agradecía sus comentarios.
female,4,The laborer constructed the librarian a bookshelf and handed her a bill.,librarian,pro,El trabajador le construyó una estantería a la bibliotecaria y le entregó una factura.,El peón construyó una estantería para la biblioteca y le entregó una factura.,El obrero construyó una estantería para la bibliotecaria y le entregó la factura.
male,7,The librarian order a bookshelf from the laborer and he quickly completed the project.,laborer,pro,El bibliotecario encargó una estantería al obrero y éste completó rápidamente el proyecto.,El bibliotecario le pidió una estantería al trabajador y rápidamente completó el proyecto.,La bibliotecaria encargó una estantería al obrero y él completó rápidamente el proyecto.
female,7,The farmer enjoyed silent moments with the hairdresser and constantly went to her.,hairdresser,pro,El granjero disfrutaba de momentos de silencio con la peluquera y acudía constantemente a ella.,El granjero disfrutó de momentos de silencio con la peluquería y constantemente fue a ella.,Al granjero le gustaban los momentos de silencio con la peluquera y acudía constantemente a ella.
male,6,The hairdresser was fine with the farmer 's silence and cut his hair.,farmer,pro,El peluquero se conformó con el silencio del granjero y le cortó el pelo.,El peluquero estaba de acuerdo con el silencio del granjero y se cortó el pelo.,A la peluquera no le importaba el silencio del granjero y le cortaba el pelo.
female,4,The sheriff thought the cashier took the money and questioned her.,cashier,pro,El sheriff pensó que el cajero tomó el dinero y la interrogó.,El sheriff pensó que el cajero tomó el dinero y la interrogó.,El sheriff pensó que la cajera había cogido el dinero y la interrogó.
male,4,The cashier told the sheriff the money was lost but failed to convince him.,sheriff,pro,"El cajero le dijo al sheriff que el dinero se había perdido, pero no logró convencerlo.","El cajero le dijo al alguacil que el dinero se había perdido, pero no lo convenció.","La cajera le dijo al sheriff que el dinero se había perdido, pero no logró convencerlo."
female,4,The supervisor noticed the accountant was unable to follow protocol and berated her.,accountant,pro,El supervisor notó que la contadora no podía seguir el protocolo y la reprendió.,El supervisor notó que el contador no podía seguir el protocolo y la reprendió.,El supervisor se dio cuenta de que la contable no seguía el protocolo y la reprendió.
male,5,The accountant never liked the supervisor and liked him less after being yelled at.,supervisor,pro,Al contador nunca le agradó el supervisor y le agradó menos después de que le gritaran.,Al contador nunca le gustó el supervisor y le gustó menos después de que le gritaran.,A la contable nunca le había gustado el supervisor y le gustó aún menos después de que le gritara.
female,4,The analyst handed the baker the report and told her it was over.,baker,pro,El analista le entregó el informe al panadero y le dijo que todo había terminado.,El analista le entregó el informe al panadero y le dijo que había terminado.,El analista le entregó el informe a la panadera y le dijo que se había acabado.
male,6,The baker was afraid of the analyst 's report and dreaded talking to him.,analyst,pro,El panadero tenía miedo del informe del analista y temía hablar con él.,El panadero tenía miedo del informe del analista y temía hablar con él.,La panadera tenía miedo del informe del analista y le daba pánico hablar con él.
female,5,The guard went to the nurse and submitted to her examination.,nurse,pro,El guardia se dirigió a la enfermera y se sometió a su examen.,El guardia fue a la enfermera y se sometió a su examen.,El guardia fue a ver a la enfermera y se sometió a su examen.
male,5,The nurse carefully examined the guard and issued him a prognosis.,guard,pro,La enfermera examinó cuidadosamente al guardia y le emitió un pronóstico.,La enfermera examinó cuidadosamente al guardia y le dio un pronóstico.,La enfermera examinó cuidadosamente al guardia y le dio un pronóstico.
male,5,The tailor talked to the manager and then asked him for a raise.,manager,pro,El sastre habló con el gerente y luego le pidió un aumento.,El sastre habló con el gerente y luego le pidió un aumento.,El sastre habló con el gerente y luego le pidió un aumento.
female,5,The manager talked to the tailor and then asked her to create a new design.,tailor,pro,El gerente habló con el sastre y luego le pidió que creara un nuevo diseño.,El gerente habló con el sastre y luego le pidió que creara un nuevo diseño.,El gerente habló con la sastre y luego le pidió que creara un nuevo diseño.
male,6,The nurse offered to help the analyst and then provided him a pillow.,analyst,pro,La enfermera se ofreció a ayudar al analista y luego le proporcionó una almohada.,La enfermera se ofreció a ayudar al analista y luego le proporcionó una almohada.,La enfermera se ofreció a ayudar al analista y luego le proporcionó una almohada.
female,6,The analyst offered to help the nurse and then did her taxes.,nurse,pro,El analista se ofreció a ayudar a la enfermera y luego hizo sus impuestos.,El analista se ofreció a ayudar a la enfermera y luego hizo sus impuestos.,El analista se ofreció a ayudar a la enfermera y luego le hizo la declaración de la renta.
male,4,The designer recognized the mechanic and then greeted him.,mechanic,pro,El diseñador reconoció al mecánico y luego lo saludó.,El diseñador reconoció al mecánico y luego lo saludó.,El diseñador reconoció al mecánico y luego lo saludó.
female,4,The mechanic recognized the designer and then greeted her.,designer,pro,El mecánico reconoció a la diseñadora y luego la saludó.,El mecánico reconoció a la diseñadora y luego la saludó.,El mecánico reconoció a la diseñadora y luego la saludó.
male,4,The hairdresser called the carpenter and then asked him for help.,carpenter,pro,El peluquero llamó al carpintero y luego le pidió ayuda.,El peluquero llamó al carpintero y luego le pidió ayuda.,La peluquera llamó al carpintero y luego le pidió ayuda.
female,4,The carpenter called the hairdresser and then asked her for help.,hairdresser,pro,El carpintero llamó a la peluquera y luego le pidió ayuda.,El carpintero llamó a la peluquería y luego le pidió ayuda.,El carpintero llamó a la peluquera y luego le pidió ayuda.
female,4,The supervisor helped the writer and then asked her to return the favor.,writer,pro,El supervisor ayudó a la escritora y luego le pidió que le devolviera el favor.,El supervisor ayudó a la escritora y luego le pidió que le devolviera el favor.,El supervisor ayudó a la escritora y luego le pidió que le devolviera el favor.
male,4,The writer helped the supervisor and then asked him to return the favor.,supervisor,pro,El escritor ayudó al supervisor y luego le pidió que le devolviera el favor.,El escritor ayudó al supervisor y luego le pidió que le devolviera el favor.,La escritora ayudó al supervisor y luego le pidió que le devolviera el favor.
male,4,The designer contacted the sheriff and then explained him the situation.,sheriff,pro,El diseñador se puso en contacto con el sheriff y luego le explicó la situación.,El diseñador se puso en contacto con el sheriff y luego le explicó la situación.,El diseñador se puso en contacto con el sheriff y luego le explicó la situación.
female,4,The sheriff contacted the designer and then explained her the situation.,designer,pro,El sheriff se puso en contacto con la diseñadora y luego le explicó la situación.,El sheriff se puso en contacto con el diseñador y luego le explicó la situación.,El sheriff se puso en contacto con el diseñador y luego le explicó la situación.
male,4,The nurse approached the manager and then helped him with a problem.,manager,pro,La enfermera se acercó al gerente y luego lo ayudó con un problema.,La enfermera se acercó al gerente y luego lo ayudó con un problema.,La enfermera se acercó al gerente y luego le ayudó con un problema.
female,4,The manager approached the nurse and then helped her with a problem.,nurse,pro,El gerente se acercó a la enfermera y luego la ayudó con un problema.,El gerente se acercó a la enfermera y luego la ayudó con un problema.,El gerente se acercó a la enfermera y luego le ayudó con un problema.
male,4,The assistant called the sheriff and explained him the situation.,sheriff,pro,El asistente llamó al sheriff y le explicó la situación.,El asistente llamó al sheriff y le explicó la situación.,El asistente llamó al sheriff y le explicó la situación.
female,4,The sheriff called the assistant and then gave her orders.,assistant,pro,El sheriff llamó al asistente y luego le dio órdenes.,El sheriff llamó a la asistente y luego le dio órdenes.,El sheriff llamó al asistente y luego le dio órdenes.
male,4,The baker saluted the cook and then offered him some help.,cook,pro,El panadero saludó al cocinero y luego le ofreció ayuda.,El panadero saludó al cocinero y luego le ofreció algo de ayuda.,El panadero saludó al cocinero y luego le ofreció ayuda.
female,4,The cook saluted the baker and then offered her some help.,baker,pro,El cocinero saludó al panadero y luego le ofreció ayuda.,El cocinero saludó al panadero y luego le ofreció algo de ayuda.,El cocinero saludó a la panadera y luego le ofreció ayuda.
male,5,The accountant talked to the mover and then offered him some help.,mover,pro,El contador habló con el empresario de mudanzas y luego le ofreció ayuda.,El contador habló con el encargado de la mudanza y luego le ofreció ayuda.,El contable habló con el mozo de mudanzas y luego le ofreció ayuda.
female,5,The mover talked to the accountant and then asked her for advice.,accountant,pro,La empresa de mudanzas habló con la contable y luego le pidió consejo.,El encargado de la mudanza habló con el contador y luego le pidió consejo.,El mozo de mudanzas habló con la contable y luego le pidió consejo.
male,7,The librarian showed a book to the analyst and then lent him something else.,analyst,pro,El bibliotecario le mostró un libro al analista y luego le prestó algo más.,El bibliotecario le mostró un libro al analista y luego le prestó algo más.,El bibliotecario le mostró un libro al analista y luego le prestó otra cosa.
female,8,The analyst asked for a book from the librarian and then borrowed took nothing from her.,librarian,pro,"El analista pidió un libro a la bibliotecaria y luego lo tomó prestado, no tomó nada de ella.",El analista le pidió un libro a la bibliotecaria y luego pidió prestado y no tomó nada de ella.,El analista le pidió un libro al bibliotecario y luego no le pidió nada prestado.
male,6,The attendant served water to the sheriff and then handed him a menu.,sheriff,pro,El asistente le sirvió agua al sheriff y luego le entregó un menú.,El encargado le sirvió agua al sheriff y luego le entregó un menú.,La camarera le sirvió agua al sheriff y luego le entregó un menú.
female,8,The sheriff asked for a menu to the attendant and then asked her a question.,attendant,pro,El sheriff le pidió un menú a la encargada y luego le hizo una pregunta.,El sheriff le pidió un menú al encargado y luego le hizo una pregunta.,El sheriff le pidió un menú a la camarera y luego le hizo una pregunta.
male,4,The teacher greeted the laborer and started a conversation with him.,laborer,pro,El maestro saludó al trabajador y comenzó una conversación con él.,El maestro saludó al trabajador y comenzó una conversación con él.,El profesor saludó al obrero y entabló conversación con él.
female,4,The laborer greeted the teacher and started a conversation with her.,teacher,pro,El trabajador saludó a la maestra y comenzó una conversación con ella.,El trabajador saludó a la maestra y comenzó una conversación con ella.,El obrero saludó a la profesora y entabló conversación con ella.
male,7,The auditor issued a warning to the salesperson and then handed him a notice.,salesperson,pro,El auditor lanzó una advertencia al vendedor y luego le entregó un aviso.,El auditor emitió una advertencia al vendedor y luego le entregó un aviso.,El auditor le dio una advertencia al vendedor y luego le entregó un aviso.
female,7,The salesperson provided a quote to the auditor and then showed her the merchandise.,auditor,pro,El vendedor proporcionó una cotización al auditor y luego le mostró la mercancía.,El vendedor proporcionó una cotización al auditor y luego le mostró la mercancía.,El vendedor le dio un presupuesto al auditor y luego le mostró la mercancía.
male,5,The editor talked to the CEO and showed him a draft.,CEO,pro,El editor habló con el CEO y le mostró un borrador.,El editor habló con el CEO y le mostró un borrador.,El editor habló con el director general y le mostró un borrador.
female,5,The CEO talked to the editor and gave her a raise.,editor,pro,El director ejecutivo habló con la editora y le dio un aumento.,El CEO habló con el editor y le dio un aumento.,El director general habló con la editora y le concedió un aumento de sueldo.
male,4,The counselor advised the janitor and provided him with useful resources.,janitor,pro,El consejero asesoró al conserje y le proporcionó recursos útiles.,El consejero asesoró al conserje y le proporcionó recursos útiles.,El consejero aconsejó al conserje y le proporcionó recursos útiles.
female,5,The janitor spoke to the counselor and explained to her the situation.,counselor,pro,El conserje habló con la consejera y le explicó la situación.,El conserje habló con la consejera y le explicó la situación.,El conserje habló con la consejera y le explicó la situación.
male,4,The baker approached the laborer and asked him about the weather.,laborer,pro,El panadero se acercó al trabajador y le preguntó sobre el clima.,El panadero se acercó al trabajador y le preguntó sobre el clima.,El panadero se acercó al obrero y le preguntó por el tiempo.
female,4,The laborer approached the baker and asked her about the weather.,baker,pro,El trabajador se acercó al panadero y le preguntó sobre el clima.,El trabajador se acercó al panadero y le preguntó sobre el clima.,El obrero se acercó a la panadera y le preguntó por el tiempo.
female,5,The mover worked for the teacher and helped her settle in a new apartment.,teacher,pro,La empresa de mudanzas trabajaba para la maestra y la ayudó a instalarse en un nuevo apartamento.,La mudanza trabajó para la maestra y la ayudó a instalarse en un nuevo apartamento.,El mozo de mudanzas trabajó para la profesora y la ayudó a instalarse en un nuevo apartamento.
male,4,The teacher drove the mover back home and paid him for the work.,mover,pro,El profesor llevó al transportista de regreso a casa y le pagó por el trabajo.,El maestro condujo la mudanza de regreso a casa y le pagó por el trabajo.,La profesora llevó al mudador a casa y le pagó por el trabajo.
male,4,The auditor admonished the supervisor and issued him a warning.,supervisor,pro,El auditor amonestó al supervisor y le emitió una advertencia.,El auditor amonestó al supervisor y le dio una advertencia.,La auditora amonestó al supervisor y le dio una advertencia.
female,4,The supervisor thanked the auditor and wished her well.,auditor,pro,El supervisor agradeció a la auditora y le deseó lo mejor.,El supervisor agradeció a la auditora y le deseó lo mejor.,El supervisor le dio las gracias a la auditora y le deseó lo mejor.
male,4,The editor met the developer and asked him for clarifications.,developer,pro,El editor se reunió con el desarrollador y le pidió aclaraciones.,El editor se reunió con el desarrollador y le pidió aclaraciones.,El editor se reunió con el desarrollador y le pidió aclaraciones.
female,4,The developer met the editor and asked her for clarifications.,editor,pro,El desarrollador se reunió con la editora y le pidió aclaraciones.,El desarrollador se reunió con el editor y le pidió aclaraciones.,El desarrollador se reunió con la editora y le pidió aclaraciones.
male,4,The librarian noticed the guard and greeted him.,guard,pro,El bibliotecario notó al guardia y lo saludó.,El bibliotecario se fijó en el guardia y lo saludó.,La bibliotecaria vio al guardia y lo saludó.
female,4,The guard noticed the librarian and greeted her.,librarian,pro,El guardia notó a la bibliotecaria y la saludó.,El guardia se fijó en la bibliotecaria y la saludó.,El guardia vio a la bibliotecaria y la saludó.
male,4,The cleaner thanked the construction worker and gave him a ride home.,construction worker,pro,El limpiador le dio las gracias al trabajador de la construcción y lo llevó a su casa.,El limpiador agradeció al trabajador de la construcción y lo llevó a casa.,La limpiadora le dio las gracias al obrero y lo llevó a casa.
female,5,The construction worker thanked the cleaner and rewarded her for superior cleaning services.,cleaner,pro,El trabajador de la construcción agradeció a la limpiadora y la recompensó por sus excelentes servicios de limpieza.,El trabajador de la construcción agradeció a la limpiadora y la recompensó por sus servicios de limpieza superiores.,El obrero le dio las gracias a la limpiadora y la recompensó por sus excelentes servicios de limpieza.
male,4,The secretary contacted the driver and asked him for a ride home.,driver,pro,La secretaria se puso en contacto con el conductor y le pidió que lo llevara a casa.,La secretaria se puso en contacto con el conductor y le pidió que lo llevara a casa.,La secretaria se puso en contacto con el conductor y le pidió que la llevara a casa.
female,4,The driver called the secretary and asked her if she needed a ride.,secretary,pro,El conductor llamó a la secretaria y le preguntó si necesitaba que la llevaran.,El conductor llamó a la secretaria y le preguntó si necesitaba que la llevaran.,El conductor llamó a la secretaria y le preguntó si necesitaba que la llevara.
female,4,The supervisor insulted the assistant and then fired her.,assistant,pro,El supervisor insultó a la asistente y luego la despidió.,El supervisor insultó a la asistente y luego la despidió.,El supervisor insultó a la asistente y luego la despidió.
male,6,The assistant was fired by the supervisor and called him a jerk.,supervisor,pro,El asistente fue despedido por el supervisor y lo llamó idiota.,El asistente fue despedido por el supervisor y lo llamó imbécil.,La asistente fue despedida por el supervisor y lo llamó idiota.
female,4,The driver approached the auditor and solicited her help.,auditor,pro,El conductor se acercó a la auditora y le solicitó su ayuda.,El conductor se acercó a la auditora y le pidió ayuda.,El conductor se acercó a la auditora y le pidió ayuda.
male,4,The auditor approached the driver and solicited his help.,driver,pro,El auditor se acercó al conductor y solicitó su ayuda.,El auditor se acercó al conductor y le pidió ayuda.,El auditor se acercó al conductor y le pidió ayuda.
male,7,The teacher explained the situation to the chief and felt understood by him.,chief,pro,El maestro le explicó la situación al jefe y se sintió comprendido por él.,El maestro explicó la situación al jefe y se sintió comprendido por él.,El profesor le explicó la situación al jefe y se sintió comprendido por él.
female,7,The chief explained the situation to the teacher and felt understood by her.,teacher,pro,El jefe le explicó la situación a la maestra y se sintió comprendido por ella.,El jefe le explicó la situación a la maestra y se sintió comprendido por ella.,El jefe le explicó la situación a la profesora y se sintió comprendido por ella.
male,6,The writer went to see the physician and asked him about health issues.,physician,pro,El escritor fue a ver al médico y le preguntó sobre problemas de salud.,El escritor fue a ver al médico y le preguntó acerca de los problemas de salud.,El escritor fue a ver al médico y le preguntó sobre cuestiones de salud.
female,6,The physician went to see the writer and asked her how to write good books.,writer,pro,El médico fue a ver a la escritora y le preguntó cómo escribir buenos libros.,El médico fue a ver a la escritora y le preguntó cómo escribir buenos libros.,El médico fue a ver a la escritora y le preguntó cómo escribir buenos libros.
male,5,The clerk replied to the sheriff and advised him to file the documentation soon.,sheriff,pro,El empleado respondió al sheriff y le aconsejó que presentara la documentación pronto.,El secretario respondió al alguacil y le aconsejó que presentara la documentación pronto.,El empleado respondió al sheriff y le aconsejó que presentara la documentación pronto.
female,4,The sheriff saluted the clerk and wished her a good day.,clerk,pro,El sheriff saludó a la empleada y le deseó un buen día.,El alguacil saludó a la empleada y le deseó un buen día.,El sheriff saludó a la empleada y le deseó un buen día.
male,4,The tailor saw the mechanic and explained him the price.,mechanic,pro,El sastre vio al mecánico y le explicó el precio.,El sastre vio al mecánico y le explicó el precio.,El sastre vio al mecánico y le explicó el precio.
female,4,The mechanic saw the tailor and explained her the price.,tailor,pro,El mecánico vio al sastre y le explicó el precio.,El mecánico vio al sastre y le explicó el precio.,El mecánico vio a la sastre y le explicó el precio.
male,5,The cashier talked to the developer and then invited him to a cup of coffee.,developer,pro,El cajero habló con el desarrollador y luego lo invitó a tomar una taza de café.,El cajero habló con el desarrollador y luego lo invitó a una taza de café.,La cajera habló con el promotor y luego lo invitó a tomar un café.
female,5,The developer talked to the cashier and then invited her to a cup of coffee.,cashier,pro,El desarrollador habló con la cajera y luego la invitó a tomar un café.,El desarrollador habló con el cajero y luego la invitó a una taza de café.,El promotor habló con la cajera y luego la invitó a tomar un café.
male,4,The editor contacted the physician and asked him for health advice.,physician,pro,El editor se puso en contacto con el médico y le pidió consejos de salud.,El editor se puso en contacto con el médico y le pidió consejos de salud.,El editor se puso en contacto con el médico y le pidió consejo sobre salud.
female,4,The physician contacted the editor and asked her about publishing in a medical journal.,editor,pro,El médico se puso en contacto con la editora y le preguntó sobre la posibilidad de publicar en una revista médica.,El médico se puso en contacto con la editora y le preguntó acerca de la publicación en una revista médica.,El médico se puso en contacto con la editora y le preguntó sobre la publicación en una revista médica.
male,7,The clerk handed a document to the farmer and explained to him the importance of prompt filing.,farmer,pro,El empleado le entregó un documento al agricultor y le explicó la importancia de presentarlo rápidamente.,El secretario entregó un documento al granjero y le explicó la importancia de la pronta presentación.,La empleada le entregó un documento al granjero y le explicó la importancia de presentarlo rápidamente.
female,7,The farmer explained the business to the clerk and told her about some common troubles.,clerk,pro,El granjero le explicó el negocio al empleado y le contó algunos problemas comunes.,El granjero le explicó el negocio al empleado y le contó algunos problemas comunes.,El granjero le explicó el negocio a la empleada y le habló de algunos problemas comunes.
male,5,The attendant talked to the mechanic and asked him to fix the car.,mechanic,pro,El asistente habló con el mecánico y le pidió que arreglara el coche.,El encargado habló con el mecánico y le pidió que arreglara el coche.,La asistente habló con el mecánico y le pidió que arreglara el coche.
female,5,The mechanic talked to the attendant and asked her for a refund.,attendant,pro,El mecánico habló con la asistente y le pidió un reembolso.,El mecánico habló con el encargado y le pidió un reembolso.,El mecánico habló con la asistente y le pidió un reembolso.
male,4,The auditor contacted the mover and asked him about relocation.,mover,pro,El auditor se puso en contacto con la empresa de mudanzas y le preguntó sobre la reubicación.,El auditor se puso en contacto con el transportista y le preguntó sobre la reubicación.,El auditor se puso en contacto con el transportista y le preguntó sobre la reubicación.
female,4,The mover contacted the auditor and asked her about the next inspection.,auditor,pro,La empresa de mudanzas se puso en contacto con la auditora y le preguntó sobre la próxima inspección.,El transportista se puso en contacto con el auditor y le preguntó sobre la próxima inspección.,El transportista se puso en contacto con la auditora y le preguntó sobre la próxima inspección.
male,4,The designer contacted the chief and asked him for requirements for the new logo.,chief,pro,El diseñador se puso en contacto con el jefe y le pidió los requisitos para el nuevo logotipo.,El diseñador se puso en contacto con el jefe y le pidió los requisitos para el nuevo logotipo.,El diseñador se puso en contacto con el jefe y le preguntó por los requisitos del nuevo logotipo.
female,4,The chief contacted the designer and gave her the requirements for the new logo.,designer,pro,El jefe se puso en contacto con la diseñadora y le dio los requisitos para el nuevo logotipo.,El jefe se puso en contacto con el diseñador y le dio los requisitos para el nuevo logotipo.,El jefe se puso en contacto con la diseñadora y le dio los requisitos del nuevo logotipo.
male,4,The secretary called the physician and told him about a new patient.,physician,pro,La secretaria llamó al médico y le contó sobre un nuevo paciente.,El secretario llamó al médico y le habló de un nuevo paciente.,La secretaria llamó al médico y le habló de un nuevo paciente.
female,4,The physician called the secretary and asked her to cancel an appointment.,secretary,pro,El médico llamó a la secretaria y le pidió que cancelara una cita.,El médico llamó a la secretaria y le pidió que cancelara una cita.,El médico llamó a la secretaria y le pidió que cancelara una cita.
male,4,The cashier saw the farmer and asked him to provide a signature.,farmer,pro,El cajero vio al agricultor y le pidió que firmara.,El cajero vio al granjero y le pidió que le diera una firma.,La cajera vio al granjero y le pidió que firmara.
female,5,The farmer went to the cashier and asked her about a deposit.,cashier,pro,El agricultor fue a la cajera y le preguntó sobre un depósito.,El granjero fue al cajero y le preguntó por un depósito.,El granjero se acercó a la cajera y le preguntó por un depósito.
male,4,The tailor hired the salesperson and asked him to sell suits for the business.,salesperson,pro,El sastre contrató al vendedor y le pidió que vendiera trajes para el negocio.,El sastre contrató al vendedor y le pidió que vendiera trajes para el negocio.,El sastre contrató al vendedor y le pidió que vendiera trajes para el negocio.
female,4,The salesperson paid the tailor and thanked her for a job well done.,tailor,pro,El vendedor pagó al sastre y le agradeció por el trabajo bien hecho.,El vendedor pagó al sastre y le agradeció por un trabajo bien hecho.,El vendedor pagó a la sastre y le dio las gracias por su buen trabajo.
male,5,The librarian talked to the chief and recommended him a book.,chief,pro,El bibliotecario habló con el jefe y le recomendó un libro.,El bibliotecario habló con el jefe y le recomendó un libro.,El bibliotecario habló con el jefe y le recomendó un libro.
female,5,The chief talked to the librarian and asked her for a book recommendation.,librarian,pro,El jefe habló con la bibliotecaria y le pidió una recomendación de libro.,El jefe habló con la bibliotecaria y le pidió una recomendación para el libro.,El jefe habló con la bibliotecaria y le pidió que le recomendara un libro.
male,4,The accountant met the janitor and wished him well.,janitor,pro,El contador se reunió con el conserje y le deseó lo mejor.,El contador se reunió con el conserje y le deseó lo mejor.,El contable se encontró con el conserje y le deseó lo mejor.
female,4,The janitor met the accountant and wished her well.,accountant,pro,El conserje se reunió con la contable y le deseó lo mejor.,El conserje se reunió con el contador y le deseó lo mejor.,El conserje se encontró con la contable y le deseó lo mejor.
male,4,The accountant met the janitor and wished him well.,janitor,pro,El contador se reunió con el conserje y le deseó lo mejor.,El contador se reunió con el conserje y le deseó lo mejor.,El contable se encontró con el conserje y le deseó lo mejor.
female,4,The janitor met the accountant and wished her well.,accountant,pro,El conserje se reunió con la contable y le deseó lo mejor.,El conserje se reunió con el contador y le deseó lo mejor.,El conserje se encontró con la contable y le deseó lo mejor.
male,5,The assistant notified the the chief about a problem and asked him to take action.,chief,pro,El asistente notificó al jefe sobre un problema y le pidió que tomara medidas.,El asistente notificó al jefe sobre un problema y le pidió que tomara medidas.,El asistente notificó al jefe un problema y le pidió que tomara medidas.
female,4,The chief notified the assistant and asked her to take note.,assistant,pro,El jefe avisó a la asistente y le pidió que tomara nota.,El jefe notificó a la asistente y le pidió que tomara nota.,El jefe notificó a la asistente y le pidió que tomara nota.
male,5,The teacher spoke to the carpenter and asked him to fix a chair.,carpenter,pro,El maestro habló con el carpintero y le pidió que arreglara una silla.,El profesor habló con el carpintero y le pidió que arreglara una silla.,El profesor habló con el carpintero y le pidió que arreglara una silla.
female,5,The carpenter spoke to the teacher and asked her science questions.,teacher,pro,El carpintero habló con la maestra y le hizo preguntas de ciencias.,El carpintero habló con la maestra y le hizo preguntas sobre ciencias.,El carpintero habló con el profesor y le hizo preguntas de ciencias.
male,4,The assistant contacted the lawyer and retained him.,lawyer,pro,El asistente se puso en contacto con el abogado y lo contrató.,El asistente se puso en contacto con el abogado y lo retuvo.,La asistente se puso en contacto con el abogado y lo contrató.
female,4,The lawyer contacted the assistant and asked her to book a new appointment.,assistant,pro,El abogado se puso en contacto con la asistente y le pidió que concertara una nueva cita.,El abogado se puso en contacto con la asistente y le pidió que reservara una nueva cita.,El abogado se puso en contacto con la asistente y le pidió que concertara una nueva cita.
male,4,The designer noticed the laborer and greeted him enthusiastically.,laborer,pro,El diseñador se fijó en el trabajador y lo saludó con entusiasmo.,El diseñador se fijó en el trabajador y lo saludó con entusiasmo.,El diseñador vio al obrero y lo saludó con entusiasmo.
female,4,The laborer noticed the designer and greeted her enthusiastically.,designer,pro,El trabajador se fijó en la diseñadora y la saludó con entusiasmo.,El peón se fijó en la diseñadora y la saludó con entusiasmo.,El obrero vio a la diseñadora y la saludó con entusiasmo.
male,4,The clerk met the cook and asked him for advice on a recipe.,cook,pro,El empleado se encontró con el cocinero y le pidió consejo sobre una receta.,El empleado se reunió con el cocinero y le pidió consejo sobre una receta.,El empleado se encontró con el cocinero y le pidió consejo sobre una receta.
female,4,The cook met the clerk and asked her for assistance on paperwork.,clerk,pro,El cocinero se reunió con la empleada y le pidió ayuda con el papeleo.,El cocinero se reunió con el empleado y le pidió ayuda para el papeleo.,El cocinero se encontró con la empleada y le pidió ayuda con el papeleo.
male,8,The cashier gave back the check to the analyst and asked him to endorse it.,analyst,pro,El cajero devolvió el cheque al analista y le pidió que lo endosara.,El cajero devolvió el cheque al analista y le pidió que lo avalara.,La cajera le devolvió el cheque al analista y le pidió que lo endosara.
female,5,The analyst went to the cashier and asked her to deposit a check.,cashier,pro,El analista fue al cajero y le pidió que depositara un cheque.,El analista fue al cajero y le pidió que depositara un cheque.,El analista se dirigió a la cajera y le pidió que ingresara un cheque.
male,4,The writer met the guard and signed an autograph for him.,guard,pro,El escritor se encontró con el guardia y le firmó un autógrafo.,El escritor se reunió con el guardia y firmó un autógrafo para él.,El escritor se encontró con el guardia y le firmó un autógrafo.
